ID,CPU_Frequency_GHz,CPU_Cores,CPU_Brand,CPU_Generation,RAM_GB,Storage_GB,Storage_Type,GPU_Type,GPU_Model,GPU_Memory_GB,WIFI,WIFI_Standard,Bluetooth,Bluetooth_Version,Computer_Type,Operating_System,USB_3_Ports,USB_C_Ports,USB_2_Ports,Ethernet_Speed,Brand,Model,Purchase_Date,Age_Days,Condition,Price_USD,Power_Consumption_W,Weight_kg,Screen_Size_inch,Case_Type
PC-0337,4.61,4.0,Intel Core i7,8.0,32.0,4000.0,SSD,Dedicated,AMD Radeon RX 7900,8,True,802.11ac,True,5.1,Desktop,Windows 11,4.0,3.0,3.0,2.5Gbps,Dell,EliteBook 7625,2023-11-24,812.0,Good,1828.0,276.0,,,Mini Tower
PC-0338,3.98,8.0,AMD Ryzen 5,8.0,32.0,2000.0,NVMe,Integrated,Intel UHD,Shared,True,802.11ac,True,5.1,Server,Ubuntu 22.04,2.0,3.0,2.0,1Gbps,HP,EliteBook 6016,2024-07-29,564.0,Like New,1947.0,226.0,,,
PC-0339,3.04,2.0,Intel Xeon,10.0,8.0,1000.0,SSD,Integrated,Intel Iris Xe,Shared,True,802.11ac,True,5.1,Laptop,macOS Monterey,4.0,3.0,3.0,2.5Gbps,HP,MacBook 8753,2025-05-24,265.0,New,1027.0,74.0,2.9,14.0,
PC-0340,1.5,2.0,Intel Core i3,9.0,32.0,1000.0,HDD,Integrated,Intel UHD,Shared,True,802.11n,False,,Laptop,Windows 10,7.0,2.0,1.0,100Mbps,Apple,Vostro 9698,2022-09-11,1251.0,Poor,1010.0,86.0,1.2,15.6,
PC-0341,3.12,4.0,AMD Ryzen 7,8.0,128.0,4000.0,SSD,Integrated,Intel UHD,2GB,False,,True,5.0,All-in-One,Debian,3.0,3.0,3.0,1Gbps,Apple,MacBook 7971,2022-10-15,1217.0,Good,2407.0,174.0,,13.3,
PC-0342,3.04,6.0,Intel Xeon,11.0,8.0,1000.0,HDD,Dedicated,NVIDIA GTX 1650,12,True,802.11n,True,4.0,All-in-One,Windows 11,4.0,3.0,0.0,1Gbps,MSI,Vostro 6419,2022-04-17,1398.0,Poor,1312.0,244.0,,16.0,
PC-0343,1.81,12.0,Intel Core i3,11.0,,1000.0,NVMe,Dedicated,AMD Radeon RX 7900,6,True,802.11ac,True,5.1,Laptop,Windows 10,2.0,3.0,4.0,100Mbps,Dell,MacBook 8434,2026-02-03,10.0,Good,1350.0,274.0,1.4,14.0,
PC-0344,2.88,10.0,Intel Core i5,12.0,32.0,256.0,NVMe,Integrated,Intel Iris Xe,4GB,True,802.11ac,False,,Desktop,Windows 11,1.0,0.0,4.0,2.5Gbps,Apple,ZBook 6023,2025-04-17,302.0,Good,1242.0,119.0,,,Mid Tower
PC-0345,2.73,10.0,AMD EPYC,10.0,512.0,512.0,SSD,Integrated,AMD Radeon Graphics,Shared,True,802.11ax,True,5.2,Server,macOS Ventura,4.0,1.0,2.0,1Gbps,Lenovo,ZBook 4777,2022-05-02,1383.0,Good,3413.0,461.0,,,
PC-0346,3.62,6.0,AMD Ryzen 3,7.0,64.0,2000.0,SSD,Integrated,Intel UHD,Shared,True,802.11ac,False,,Laptop,Linux Server,2.0,0.0,2.0,1Gbps,Acer,Inspiron 4155,2023-12-01,805.0,Like New,1759.0,132.0,3.4,17.3,
PC-0347,3.7,4.0,Intel Core i3,9.0,64.0,512.0,NVMe,Integrated,Intel Iris Xe,2GB,True,802.11ac,True,5.0,Desktop,Debian,3.0,0.0,3.0,1Gbps,Dell,MacBook 2958,2023-03-05,1076.0,Good,1556.0,107.0,,,Mini Tower
PC-0348,1.29,6.0,Intel Core i7,14.0,32.0,256.0,SSD,Dedicated,NVIDIA RTX 4080,8,True,802.11ac,False,,Mini PC,Windows Server,5.0,1.0,2.0,10Gbps,Dell,Vostro 4033,2025-11-06,99.0,Good,952.0,249.0,,,
PC-0349,2.64,32.0,Intel Core i9,11.0,32.0,512.0,NVMe,Integrated,Intel UHD,Shared,True,802.11a/b/g,False,,Desktop,Windows 10,7.0,1.0,5.0,2.5Gbps,Apple,EliteBook 4545,2024-06-30,593.0,Good,2346.0,231.0,,,Full Tower
PC-0350,3.67,2.0,AMD Ryzen 5,11.0,4.0,256.0,SSD,Integrated,Intel UHD,2GB,False,,False,,Desktop,Windows 10,4.0,2.0,0.0,None,Samsung,Predator 5530,2023-04-13,1037.0,Fair,987.0,65.0,,,Mid Tower
PC-0351,3.16,12.0,AMD Ryzen 7,6.0,64.0,256.0,NVMe,Integrated,Intel UHD,Shared,True,802.11ac,True,5.2,Desktop,Ubuntu 20.04,3.0,1.0,1.0,10Gbps,Acer,Vostro 5636,2022-04-01,1414.0,New,1511.0,145.0,,,Mid Tower
PC-0352,4.61,8.0,AMD EPYC,10.0,256.0,512.0,SSD,Integrated,Intel UHD,Shared,True,802.11ax,True,4.2,Laptop,Windows 11,3.0,2.0,1.0,1Gbps,Dell,Inspiron 4180,2025-02-21,357.0,Good,2361.0,223.0,1.5,15.6,
PC-0353,3.8,6.0,Intel Core i7,6.0,64.0,4000.0,SSD,Integrated,Intel UHD,Shared,True,802.11ax,True,4.2,Workstation,Debian,0.0,2.0,3.0,1Gbps,HP,ZBook 4727,2023-07-31,928.0,New,2485.0,152.0,,,Mini Tower
PC-0354,1.77,10.0,AMD Ryzen 3,10.0,256.0,1000.0,SSHD,Integrated,Intel UHD,Shared,True,802.11ac,True,4.2,Laptop,macOS Monterey,5.0,0.0,1.0,2.5Gbps,HP,MacBook 3939,2026-02-02,11.0,New,2767.0,238.0,1.4,15.6,
PC-0355,1.39,6.0,AMD Ryzen 3,13.0,64.0,256.0,SSD,Dedicated,NVIDIA GTX 1650,16,True,802.11ac,False,,Laptop,Linux Server,4.0,3.0,3.0,10Gbps,Apple,ZBook 1231,2025-11-24,81.0,Good,1160.0,265.0,1.9,16.0,
PC-0356,3.73,12.0,Intel Core i9,14.0,8.0,128.0,SSD,Dedicated,NVIDIA RTX 3060,12,True,802.11ax,True,5.0,Laptop,Windows 11,2.0,0.0,2.0,2.5Gbps,ASUS,Vostro 3073,2022-08-08,1285.0,New,1546.0,265.0,3.3,17.3,
PC-0357,1.21,16.0,Intel Core i5,10.0,256.0,1000.0,HDD,Dedicated,AMD Radeon RX 6600,12,False,,True,5.2,Workstation,Windows 11,4.0,0.0,2.0,1Gbps,HP,ZBook 1745,2026-02-07,6.0,Good,3049.0,418.0,,,Full Tower
PC-0358,3.5,6.0,AMD EPYC,10.0,8.0,512.0,SSD,Integrated,AMD Radeon Graphics,Shared,False,,True,5.2,Desktop,Ubuntu 20.04,4.0,1.0,5.0,1Gbps,Lenovo,XPS 5786,2022-01-23,1482.0,Like New,1010.0,89.0,,,Mid Tower
PC-0359,4.95,4.0,AMD Ryzen 9,13.0,32.0,2000.0,SSD,Integrated,Intel Iris Xe,4GB,True,802.11ac,True,5.0,Mini PC,Windows 10,5.0,1.0,5.0,1Gbps,ASUS,ThinkPad 9042,2025-02-05,373.0,Like New,1754.0,106.0,,,
PC-0360,3.46,8.0,AMD Ryzen 3,11.0,8.0,1000.0,HDD,Dedicated,AMD Radeon RX 7900,6,False,,True,5.1,Desktop,Ubuntu 22.04,6.0,2.0,0.0,1Gbps,Lenovo,Inspiron 1200,2024-10-20,481.0,New,1421.0,254.0,,,Full Tower
PC-0361,2.69,16.0,AMD Ryzen 5,7.0,4.0,2000.0,HDD,Dedicated,NVIDIA RTX 3060,6,True,802.11a/b/g,False,,Gaming PC,Windows 11,3.0,,1.0,1Gbps,Dell,ZBook 8690,2025-07-06,222.0,Like New,2151.0,302.0,,,Full Tower
PC-0362,3.74,4.0,Intel Core i5,10.0,32.0,512.0,SSD,None,,,True,802.11n,True,5.2,Desktop,Windows 11,3.0,2.0,5.0,1Gbps,Apple,Predator 8216,2023-02-04,1105.0,Fair,1394.0,91.0,,,Mini Tower
PC-0363,2.98,8.0,AMD Ryzen 3,8.0,16.0,1000.0,NVMe,Integrated,Intel Iris Xe,2GB,True,802.11ac,True,4.2,Server,Windows 11,3.0,1.0,0.0,1Gbps,Lenovo,MacBook 4020,2024-09-16,515.0,Good,1331.0,208.0,,,
PC-0364,3.34,8.0,AMD Ryzen 5,10.0,32.0,512.0,SSD,Integrated,Intel UHD,Shared,False,,True,4.2,Desktop,Windows 10,3.0,2.0,4.0,1Gbps,Custom Built,XPS 5136,2023-02-25,1084.0,Poor,1412.0,111.0,,,Mid Tower
PC-0365,4.96,10.0,AMD Ryzen 3,10.0,32.0,4000.0,HDD,Dedicated,NVIDIA RTX 4080,8,True,802.11ax,True,5.3,Desktop,Ubuntu 20.04,5.0,2.0,5.0,1Gbps,MSI,Predator 2869,2025-07-07,221.0,New,2159.0,306.0,,,Mid Tower
PC-0366,2.68,4.0,AMD EPYC,11.0,4.0,1000.0,SSD,Dedicated,AMD Radeon RX 7900,16,True,802.11ac,True,5.1,All-in-One,Windows 11,2.0,1.0,0.0,2.5Gbps,HP,Inspiron 7565,2025-03-01,349.0,Fair,941.0,232.0,,14.0,
PC-0367,5.04,10.0,AMD Ryzen 5,9.0,8.0,512.0,HDD,Dedicated,NVIDIA GTX 1650,12,True,802.11n,True,5.3,All-in-One,Windows 10,1.0,3.0,3.0,1Gbps,HP,Predator 2213,2025-06-30,228.0,Good,,259.0,,27.0,
PC-0368,4.81,16.0,Intel Core i9,8.0,32.0,512.0,SSD,Dedicated,NVIDIA GTX 1650,12,True,802.11n,True,5.0,Laptop,Windows 11,0.0,0.0,3.0,10Gbps,Lenovo,XPS 3485,2025-04-29,290.0,Like New,2079.0,301.0,2.2,16.0,
PC-0369,1.9,4.0,AMD Ryzen 7,10.0,16.0,256.0,HDD,None,,,True,802.11ax,True,5.2,Workstation,Windows 11,6.0,1.0,0.0,100Mbps,Lenovo,ThinkPad 5978,2025-04-26,293.0,Good,916.0,81.0,,,Mid Tower
PC-0370,1.38,4.0,Intel Core i5,12.0,64.0,1000.0,HDD,Dedicated,NVIDIA A6000,24,False,,True,4.2,Laptop,Windows 11,6.0,2.0,2.0,1Gbps,Microsoft,Inspiron 5066,2023-11-26,810.0,Good,1207.0,262.0,3.3,13.3,
PC-0371,1.51,32.0,Intel Core i9,11.0,64.0,256.0,HDD,Dedicated,NVIDIA RTX 3060,8,True,802.11ax,True,5.0,All-in-One,Windows 10,7.0,0.0,4.0,1Gbps,Lenovo,Inspiron 7818,2022-10-15,1217.0,Good,2815.0,395.0,,15.6,
PC-0372,1.17,4.0,Intel Core i7,9.0,128.0,1000.0,SSD,None,,,True,802.11ac,False,,Laptop,Ubuntu 20.04,3.0,1.0,0.0,None,Custom Built,EliteBook 9561,2023-07-03,956.0,Good,1681.0,144.0,1.8,15.6,
PC-0373,1.49,12.0,Intel Core i9,13.0,64.0,512.0,HDD,Dedicated,NVIDIA GTX 1650,12,True,802.11ac,False,,Laptop,macOS Monterey,7.0,0.0,5.0,1Gbps,Apple,ROG 8381,2022-01-07,1498.0,Like New,1670.0,297.0,1.6,17.3,
PC-0374,3.9,6.0,AMD Ryzen 7,13.0,32.0,1000.0,SSD,Integrated,Intel UHD,Shared,True,802.11a/b/g,False,,Laptop,Ubuntu 22.04,3.0,0.0,2.0,10Gbps,Custom Built,Predator 5871,2022-08-12,1281.0,Like New,1265.0,106.0,2.2,14.0,
PC-0375,1.39,4.0,AMD Ryzen 3,8.0,64.0,2000.0,SSD,Integrated,Intel UHD,Shared,True,802.11ax,True,5.1,Laptop,Debian,0.0,3.0,0.0,1Gbps,MSI,ROG 6003,2025-01-21,388.0,Good,1588.0,122.0,2.5,14.0,
PC-0376,2.41,12.0,AMD Ryzen 7,6.0,16.0,2000.0,SSD,Dedicated,NVIDIA GTX 1650,48,True,802.11ax,False,,All-in-One,Windows 11,3.0,2.0,1.0,1Gbps,MSI,XPS 2625,2024-06-08,615.0,Fair,1930.0,288.0,,13.3,
PC-0377,4.56,6.0,AMD Ryzen 5,11.0,16.0,2000.0,SSD,Integrated,Intel Iris Xe,Shared,True,802.11ac,False,,Desktop,Ubuntu 20.04,1.0,1.0,5.0,1Gbps,Apple,EliteBook 4457,2022-03-24,1422.0,Like New,1428.0,108.0,,,Mini Tower
PC-0378,1.2,8.0,Intel Core i7,12.0,128.0,256.0,NVMe,Dedicated,NVIDIA GTX 1650,12,True,802.11ax,False,,Desktop,Debian,6.0,2.0,5.0,2.5Gbps,Samsung,ZBook 2330,2025-02-12,366.0,Like New,1563.0,307.0,,,Full Tower
PC-0379,4.44,6.0,AMD Ryzen 7,14.0,32.0,128.0,HDD,Integrated,Intel UHD,Shared,True,802.11n,True,5.0,Laptop,Windows 11,4.0,3.0,3.0,1Gbps,HP,ThinkPad 4929,2024-04-26,658.0,Good,1513.0,97.0,2.0,14.0,
PC-0380,2.26,8.0,Intel Core i5,13.0,128.0,1000.0,SSD,Integrated,AMD Radeon Graphics,Shared,True,802.11a/b/g,True,4.2,Workstation,macOS Monterey,0.0,3.0,1.0,2.5Gbps,Custom Built,ThinkPad 2229,2025-04-29,290.0,Fair,1945.0,164.0,,,Small Form Factor
PC-0381,1.58,4.0,Intel Core i5,11.0,128.0,512.0,HDD,Dedicated,NVIDIA RTX 4080,12,True,802.11n,False,,Desktop,Windows 11,6.0,1.0,1.0,1Gbps,Acer,ThinkPad 1043,2022-06-21,1333.0,Good,1497.0,289.0,,,Small Form Factor
PC-0382,3.96,6.0,AMD Ryzen 3,10.0,256.0,512.0,HDD,Integrated,AMD Radeon Graphics,4GB,True,802.11n,True,5.0,Laptop,Windows 11,2.0,1.0,5.0,1Gbps,Apple,ROG 8381,2022-07-22,1302.0,New,2301.0,213.0,1.9,16.0,
PC-0383,3.68,32.0,Intel Core i7,6.0,256.0,128.0,SSD,Integrated,Intel Iris Xe,Shared,False,,True,4.0,Mini PC,macOS Ventura,6.0,3.0,4.0,100Mbps,Microsoft,Predator 5771,2022-01-17,1488.0,Good,3839.0,339.0,,,
PC-0384,4.7,4.0,Intel Core i3,8.0,32.0,512.0,SSD,Integrated,Intel UHD,Shared,True,802.11ac,False,,Desktop,Windows 10,0.0,1.0,2.0,2.5Gbps,Custom Built,XPS 4792,2025-08-08,189.0,Good,1292.0,91.0,,,Full Tower
PC-0385,4.11,8.0,AMD Ryzen 5,10.0,16.0,128.0,NVMe,Dedicated,NVIDIA RTX 4080,12,True,802.11ac,True,5.2,Workstation,Windows 11,1.0,0.0,3.0,2.5Gbps,MSI,ZBook 5632,2023-08-10,918.0,Good,1174.0,249.0,,,Mid Tower
PC-0386,4.39,4.0,AMD Ryzen 3,11.0,32.0,4000.0,SSD,Integrated,Intel UHD,Shared,True,802.11ac,True,5.0,Workstation,Windows 10,5.0,0.0,1.0,1Gbps,HP,Predator 2166,2022-10-30,1202.0,Good,2010.0,126.0,,,Mid Tower
PC-0387,2.26,10.0,Intel Core i9,10.0,32.0,256.0,SSHD,Dedicated,NVIDIA RTX 3060,24,True,802.11ac,True,4.0,Laptop,Windows 11,2.0,,,None,Microsoft,EliteBook 5334,2023-08-04,924.0,Good,1208.0,269.0,1.5,,
PC-0388,1.83,4.0,AMD EPYC,11.0,64.0,1000.0,HDD,Integrated,Intel Iris Xe,Shared,False,,False,,Mini PC,Windows 10,4.0,2.0,5.0,1Gbps,MSI,EliteBook 7965,2023-06-01,988.0,Fair,1346.0,112.0,,,
PC-0389,4.18,32.0,AMD Ryzen 5,9.0,64.0,128.0,HDD,Dedicated,NVIDIA RTX 3060,12,True,802.11ac,True,4.2,Workstation,Ubuntu 20.04,3.0,1.0,2.0,1Gbps,ASUS,Inspiron 9922,2025-02-03,375.0,Good,3217.0,393.0,,,Mini Tower
PC-0390,4.41,6.0,AMD Ryzen 9,10.0,64.0,1000.0,HDD,Integrated,Intel UHD,Shared,True,802.11a/b/g,True,4.2,Laptop,macOS Ventura,0.0,1.0,0.0,1Gbps,Custom Built,EliteBook 3441,2024-01-15,760.0,Good,1661.0,122.0,1.7,13.3,
PC-0391,5.16,4.0,Intel Core i5,7.0,32.0,512.0,HDD,Integrated,Intel UHD,Shared,True,802.11ac,True,5.1,Laptop,macOS Ventura,2.0,0.0,1.0,2.5Gbps,HP,ZBook 3330,2022-01-27,1478.0,Like New,1431.0,91.0,2.7,13.3,
PC-0392,2.79,2.0,AMD Ryzen 5,10.0,16.0,4000.0,SSD,Integrated,Intel UHD,Shared,True,802.11ac,False,,Workstation,Windows 11,0.0,1.0,2.0,2.5Gbps,Dell,Inspiron 1977,2025-07-11,217.0,New,1625.0,108.0,,,Mid Tower
PC-0393,2.63,4.0,AMD Ryzen 9,11.0,32.0,4000.0,SSD,Integrated,AMD Radeon Graphics,Shared,False,,True,4.0,Laptop,Linux Server,4.0,2.0,3.0,1Gbps,ASUS,ThinkPad 6039,2023-03-15,1066.0,Poor,1636.0,126.0,1.9,15.6,
PC-0394,4.28,8.0,AMD Ryzen 5,11.0,8.0,512.0,HDD,Dedicated,NVIDIA RTX 3060,12,True,802.11ac,False,,All-in-One,Ubuntu 22.04,0.0,1.0,5.0,10Gbps,Dell,ZBook 8195,2025-08-03,194.0,Good,1537.0,249.0,,16.0,
PC-0395,2.5,4.0,AMD Ryzen 7,14.0,256.0,4000.0,NVMe,Integrated,AMD Radeon Graphics,Shared,True,802.11ax,False,,Laptop,Windows 11,7.0,1.0,2.0,10Gbps,Acer,Inspiron 8679,2022-06-03,1351.0,Good,2676.0,238.0,1.2,17.3,
PC-0396,4.92,12.0,Intel Core i9,9.0,16.0,8000.0,NVMe,Integrated,Intel Iris Xe,2GB,True,802.11ax,True,5.2,Desktop,Debian,6.0,0.0,0.0,1Gbps,HP,ZBook 7594,2022-04-18,1397.0,Fair,2900.0,198.0,,,Mini Tower
PC-0397,4.62,6.0,Intel Core i3,10.0,16.0,2000.0,HDD,Dedicated,NVIDIA RTX 3060,8,True,802.11ax,True,4.0,Desktop,macOS Monterey,6.0,1.0,2.0,1Gbps,Dell,ZBook 9199,2022-01-16,1489.0,New,1637.0,258.0,,,Mid Tower
PC-0398,2.86,4.0,AMD Ryzen 3,9.0,4.0,2000.0,HDD,Integrated,Intel UHD,2GB,False,,True,4.2,Desktop,macOS Ventura,2.0,3.0,5.0,10Gbps,Lenovo,Vostro 9090,2025-09-03,163.0,Fair,1340.0,92.0,,,Small Form Factor
PC-0399,4.18,8.0,Intel Core i9,10.0,64.0,256.0,HDD,Integrated,Intel UHD,Shared,True,802.11ac,True,5.3,Desktop,Windows 10,1.0,3.0,3.0,1Gbps,Apple,Predator 2317,2025-05-13,276.0,Fair,1534.0,125.0,,,Small Form Factor
PC-0400,4.19,10.0,AMD Ryzen 9,12.0,64.0,1000.0,HDD,Dedicated,NVIDIA RTX 4080,12,True,802.11n,True,5.2,All-in-One,Windows 11,5.0,2.0,1.0,1Gbps,HP,XPS 8078,2025-02-14,364.0,Fair,1699.0,292.0,,13.3,
PC-0401,1.52,4.0,Intel Core i5,11.0,16.0,128.0,HDD,Dedicated,NVIDIA RTX 3060,12,True,802.11ac,False,,Workstation,Fedora,2.0,2.0,,2.5Gbps,Dell,MacBook 5102,2023-12-31,775.0,New,891.0,229.0,,,Small Form Factor
PC-0402,4.8,4.0,AMD EPYC,13.0,8.0,128.0,SSD,Integrated,Intel UHD,Shared,True,802.11n,False,,Workstation,Ubuntu 20.04,0.0,2.0,4.0,1Gbps,Lenovo,XPS 2496,2024-10-21,480.0,Good,1075.0,75.0,,,Mini Tower
PC-0403,3.17,2.0,AMD EPYC,8.0,32.0,8000.0,HDD,Integrated,Intel Iris Xe,4GB,True,802.11ac,True,4.0,Laptop,macOS Monterey,4.0,2.0,3.0,2.5Gbps,MSI,EliteBook 1339,2024-03-26,689.0,New,2407.0,156.0,1.3,14.0,
PC-0404,4.49,10.0,Intel Core i5,12.0,16.0,512.0,SSD,None,,,True,802.11n,True,5.2,Server,Ubuntu 22.04,6.0,0.0,4.0,1Gbps,Custom Built,ZBook 1659,2024-11-10,460.0,Good,1480.0,213.0,,,
PC-0405,2.41,8.0,Intel Core i7,7.0,64.0,2000.0,SSHD,Integrated,Intel UHD,2GB,True,802.11ax,True,5.0,Laptop,Debian,,1.0,4.0,1Gbps,Dell,ThinkPad 8708,2022-08-04,1289.0,Good,1636.0,142.0,1.9,15.6,
PC-0406,4.77,6.0,AMD Ryzen 9,13.0,64.0,2000.0,SSD,None,,,True,802.11n,True,5.2,All-in-One,Windows 11,,0.0,5.0,100Mbps,ASUS,Vostro 8245,2024-08-23,539.0,New,1934.0,132.0,,24.0,
PC-0407,2.7,12.0,AMD EPYC,9.0,32.0,4000.0,NVMe,Integrated,Intel Iris Xe,Shared,True,802.11ax,True,5.1,Laptop,Ubuntu 20.04,4.0,2.0,5.0,1Gbps,HP,ZBook 3973,2023-06-15,974.0,Good,2383.0,166.0,3.3,15.6,
PC-0408,1.14,12.0,Intel Core i9,9.0,16.0,8000.0,HDD,Dedicated,AMD Radeon RX 6600,4,False,,False,,Mini PC,Windows 10,0.0,1.0,5.0,1Gbps,Lenovo,ROG 9056,2022-04-05,1410.0,Like New,3071.0,348.0,,,
PC-0409,,8.0,Intel Core i7,10.0,1024.0,256.0,SSD,Integrated,AMD Radeon Graphics,2GB,True,802.11ax,False,,Workstation,macOS Monterey,5.0,3.0,0.0,1Gbps,Microsoft,Inspiron 8700,2025-11-20,85.0,Fair,6170.0,605.0,,,Small Form Factor
PC-0410,1.47,12.0,AMD Ryzen 3,13.0,32.0,128.0,SSD,Dedicated,NVIDIA RTX 3060,8,True,802.11ac,True,5.1,Desktop,macOS Ventura,7.0,0.0,3.0,2.5Gbps,Lenovo,MacBook 7690,2022-06-14,1340.0,Good,1204.0,277.0,,,Mini Tower
PC-0411,2.41,4.0,AMD Ryzen 5,6.0,64.0,512.0,HDD,Integrated,Intel UHD,Shared,True,802.11ax,False,,Laptop,Windows 10,4.0,1.0,1.0,1Gbps,Lenovo,MacBook 6260,2025-06-15,243.0,Like New,1072.0,107.0,1.9,14.0,
PC-0412,5.0,4.0,Intel Core i7,9.0,8.0,256.0,HDD,Dedicated,NVIDIA RTX 3060,8,True,802.11ac,True,5.3,Laptop,macOS Monterey,0.0,3.0,3.0,100Mbps,HP,Inspiron 3634,2022-01-12,1493.0,Like New,1091.0,227.0,1.2,15.6,
PC-0413,5.0,4.0,AMD Ryzen 7,12.0,32.0,128.0,SSD,Integrated,Intel Iris Xe,Shared,True,802.11ax,True,4.2,Desktop,Windows 11,2.0,3.0,5.0,1Gbps,Microsoft,MacBook 7744,2023-09-17,880.0,Fair,1107.0,87.0,,,Mid Tower
PC-0414,3.45,2.0,Intel Core i3,9.0,4.0,512.0,SSD,Integrated,AMD Radeon Graphics,2GB,False,,True,5.1,Laptop,Windows 10,5.0,2.0,0.0,1Gbps,Apple,Predator 5722,2022-05-19,1366.0,Good,886.0,67.0,2.0,15.6,
PC-0415,3.69,8.0,Intel Core i3,8.0,32.0,2000.0,SSD,Dedicated,NVIDIA RTX 3060,24,True,802.11ac,True,5.0,Laptop,Windows 11,7.0,3.0,3.0,100Mbps,ASUS,ROG 1601,2022-10-31,1201.0,Like New,1570.0,276.0,2.7,16.0,
PC-0416,2.94,24.0,Intel Core i9,10.0,1024.0,1000.0,SSD,Dedicated,NVIDIA GTX 1650,4,True,802.11ax,False,,Desktop,Windows 10,7.0,3.0,3.0,None,Apple,Predator 2442,2022-12-17,1154.0,New,7662.0,842.0,,,Mid Tower
PC-0417,2.3,2.0,Intel Core i7,9.0,32.0,512.0,SSD,Dedicated,NVIDIA RTX 4080,8,True,802.11ac,True,4.0,Mini PC,Windows 11,1.0,2.0,4.0,10Gbps,HP,MacBook 5135,2024-04-27,657.0,Like New,941.0,231.0,,,
PC-0418,2.45,4.0,Intel Core i7,13.0,4.0,1000.0,HDD,Integrated,Intel Iris Xe,2GB,True,802.11ax,True,4.0,Laptop,Windows 11,0.0,1.0,3.0,100Mbps,Samsung,MacBook 2899,2023-02-02,1107.0,Fair,928.0,82.0,2.5,13.3,
PC-0419,3.86,6.0,AMD Ryzen 3,12.0,4.0,256.0,SSD,Dedicated,NVIDIA A6000,12,True,802.11ac,True,4.2,All-in-One,macOS Ventura,7.0,1.0,4.0,2.5Gbps,Dell,ROG 9431,2022-05-01,1384.0,Fair,1114.0,235.0,,15.6,
PC-0420,4.18,24.0,Intel Core i7,10.0,32.0,128.0,HDD,Integrated,Intel Iris Xe,Shared,True,802.11ac,True,5.1,Workstation,macOS Ventura,3.0,2.0,4.0,1Gbps,Acer,XPS 9889,2025-11-17,88.0,Like New,2059.0,187.0,,,Mid Tower
PC-0421,4.35,4.0,Intel Core i5,14.0,16.0,2000.0,HDD,None,,,True,802.11ax,True,5.1,Laptop,Ubuntu 22.04,3.0,0.0,2.0,1Gbps,ASUS,Predator 7770,2024-02-02,742.0,Like New,1601.0,98.0,1.7,16.0,
PC-0422,4.34,8.0,Intel Core i7,10.0,4.0,1000.0,SSHD,None,,,True,802.11ax,True,5.1,Laptop,Windows 10,6.0,2.0,5.0,100Mbps,Dell,XPS 4073,2023-06-04,985.0,New,1402.0,102.0,2.7,14.0,
PC-0423,1.47,2.0,AMD EPYC,7.0,128.0,2000.0,SSD,Integrated,Intel UHD,2GB,True,802.11ac,True,4.0,Workstation,Windows Server,5.0,1.0,0.0,2.5Gbps,HP,Vostro 6927,2024-10-30,471.0,Poor,1531.0,144.0,,,Small Form Factor
PC-0424,3.13,4.0,Intel Core i9,9.0,32.0,128.0,NVMe,Dedicated,NVIDIA RTX 3060,8,True,802.11n,True,5.0,Gaming PC,macOS Monterey,7.0,0.0,4.0,100Mbps,Acer,Predator 8242,2022-05-07,1378.0,Good,1039.0,237.0,,,Mid Tower
PC-0425,1.34,32.0,Intel Core i9,10.0,16.0,2000.0,SSD,Dedicated,NVIDIA RTX 3060,12,True,802.11ac,True,5.3,Desktop,Windows 10,1.0,2.0,3.0,1Gbps,Lenovo,XPS 4335,2024-12-24,416.0,Fair,2466.0,388.0,,,Mid Tower
PC-0426,3.35,32.0,AMD Ryzen 5,8.0,256.0,1000.0,SSD,Integrated,Intel UHD,Shared,True,802.11ax,True,5.0,All-in-One,Debian,0.0,1.0,4.0,1Gbps,HP,ZBook 9998,2023-03-06,1075.0,Good,4270.0,348.0,,15.6,
PC-0427,2.91,2.0,AMD EPYC,13.0,8.0,1000.0,HDD,Dedicated,NVIDIA GTX 1650,4,True,802.11ax,True,5.1,Mini PC,Windows 10,1.0,1.0,4.0,2.5Gbps,Dell,ThinkPad 5719,2024-04-02,682.0,Fair,1154.0,224.0,,,
PC-0428,4.74,24.0,Intel Core i5,12.0,512.0,1000.0,HDD,Integrated,Intel UHD,Shared,True,802.11ax,True,5.2,Workstation,Ubuntu 20.04,6.0,1.0,4.0,2.5Gbps,MSI,Predator 8941,2023-02-22,1087.0,Poor,4329.0,436.0,,,Mini Tower
PC-0429,2.54,8.0,AMD Ryzen 5,9.0,16.0,4000.0,HDD,Dedicated,AMD Radeon RX 7900,4,True,802.11a/b/g,False,,Mini PC,Windows 11,2.0,3.0,1.0,1Gbps,Custom Built,Inspiron 1472,2023-01-27,1113.0,New,2052.0,288.0,,,
PC-0430,1.58,12.0,AMD Ryzen 7,11.0,256.0,1000.0,NVMe,Integrated,Intel UHD,Shared,True,802.11ac,True,5.2,Laptop,Windows 11,1.0,3.0,1.0,1Gbps,Samsung,EliteBook 3594,2022-10-18,1214.0,Poor,2519.0,248.0,2.6,15.6,
PC-0431,1.69,6.0,AMD Ryzen 5,11.0,64.0,1000.0,SSD,Integrated,Intel UHD,Shared,True,802.11ac,True,5.1,Gaming PC,Fedora,2.0,0.0,1.0,2.5Gbps,Apple,ZBook 1224,2023-08-29,899.0,Fair,1218.0,122.0,,,Small Form Factor
