name,platform,release_date,summary,meta_score,user_review,release_year,user_review_count
Mega Man Legacy Collection 2, Switch,2018-05-22,"The Blue Bomber is back in this second collection of classic Capcom titles! Featuring faithful reproductions of Mega Man 7, 8, 9, & 10, this collection spans the iconic series' evolution and retro revolution. Take on the nefarious Dr. Wily and his diverse Robot Masters in these timeless 8-bit, 16-bit, and 32-bit adventures! Mega Man Legacy Collection 2 is bursting with additional content, including time trials, remix challenges, a music player, and an extensive gallery of rare illustrations. Also included are the additional modes originally released as DLC for Mega Man 9 and 10, featuring extra stages and playable characters. For anyone who wants a little extra help with these challenging classic platformers, you now have the option to reduce the amount of damage received.",77,82.0,2018,3285
Batman: The Enemy Within - Episode 4: What Ails You, PlayStation 4,2018-01-22,"The star of this installment in Telltale's Batman series is John, the would be Joker, who finally unravels, going from the well-meaning if a bit unhinged friend to something much closer to the Clown Prince of Crime we're used to seeing terrorize Gotham City and Batman. [GameSpot]",77,68.0,2018,720
Toukiden 2, PlayStation 4,2017-03-21,"Slayers: Go forth and eradicate the Oni menace. Experience the latest hunting action game featuring a dynamic targeted destruction system. From the battlefield to the village that serves as your base of operations, the game takes place in a vast “open world.” Explore the vast world for yourself, and enjoy hunting action from an entirely new perspective. [Playstation.com]",77,75.0,2017,242
Ar nosurge Plus: Ode to an Unborn Star, PlayStation Vita,2015-07-02,"In AR NOSURGE: ODE TO AN UNBORN STAR, the player follows two sets of characters: Delta and Casty, whose goal is to protect humanity and save the world, and Ion & Earthes, who are trying to find Ion a way home to Earth. The player can interchange between both pairs and soon discover a way to combine their storylines and strengths to eventually solve the mystery that shrouds their ongoing struggle.",77,83.0,2015,103
Three Fourths Home, PC,2015-03-20,"A visual short story set in Nebraska, Three Fourths Home follows an extended exchange between Kelly and her family during a drive home through an intense thunderstorm.",77,54.0,2015,2602
Pix the Cat, PC,2015-01-29,"PIX the CAT is an intense arcade game designed to make your pads sore!Rescue forsaken ducklings from the nested levels of the infamous GRID of INFINITY. Perfect your skills to SPEED and COMBO UP until you reach the explosive FEVER TIME! Defeat your friends at home in the combat ARENA and compete online with the GHOST feature. Surprising surprises are hidden along your adventure, eager to please you when you least expect it!",77,75.0,2015,1967
BlazBlue: Continuum Shift II, PSP,2011-05-30,"BlazBlue: Continuum Shift II contains the complete set of single player features from the console version, such as Arcade, Story Attack, Training, and Story mode, and also has an ad-hoc Network mode for multiplayer play. This impressive list of features is topped off with new content created solely for the handheld version, including extra story material and brand new modes such as Legion 1.5 and Abyss Mode.",77,66.0,2011,3921
Tomena Sanner, Wii,2010-02-08,"[WiiWare] Businessman Hitoshi Susumu is behind schedule and in quite a rush. In fact, once he starts running, he won't stop! Dashing past samurais, T-Rexes, cowboys and all manner of wacky obstacles, Mr. Susumu must get to the goal as fast as he can for the ultimate 2-D dance party. Tomena Sanner is a high-speed side-scrolling action game with a unique timing-based control system that's as challenging as it is fun. As they fly, jump and dance over the many zany obstacles, players need to time their moves to keep their speed up and perform awesome tricks. Using just one button on the Wii Remote™ controller, players of all ages and skill levels will be able to play and help Mr. Susumu get to his goal. Four players can compete to see who is the fastest at running through the bizarre and comical world of Tomena Sanner.",77,83.0,2010,4368
Star Wars Galaxies: Jump to Lightspeed, PC,2004-10-26,"This highly anticipated addition dramatically expands the ""Star Wars Galaxies"" franchise by providing players more than 15 different vehicles for space exploration and combat. Starfighters and other starships are featured in the expansion that can be used for both space exploration and combat, allowing players to join up with allies and fly familiar X-wings and TIE fighters into battle against faction-aligned opponents and AI-controlled ships. Transport ships similar to the well-known Millennium Falcon are also added into the game, allowing players to venture through space with friends aboard. Set in the Star Wars timeframe between Episode IV and Episode V, this first extension to the ""Star Wars Galaxies"" foundation opens 10 vast and distinct space sectors, spanning from the Core Worlds to the Outer Rim, for players to explore while engaging their opponents in intense real-time combat or uniting with friends in battle or exploration. Players can embark on more than 100 new missions, venturing through asteroid fields, nebulae and space junkyards while honing skills in four new space-specific professions. The game also features two new and completely customizable species. [LucasArts]",77,65.0,2004,3433
Shining Force: Resurrection of the Dark Dragon, Game Boy Advance,2004-06-08,"Darksol, a mysterious traveler, plans to resurrect a dangerous creature, the Dark Dragon, to invade the kingdom of Guardiana. In Shining Force: Dark Resurrection, you play the part of a young warrior who was washed ashore in Guardiana, and you remember nothing from your past. Now, you must become a leader and control a band of up to 12 characters on the battlefield as you fight to save Guardiana from the forces of evil. On your journey, you'll discover a wide array of weapons, armor, and powerful magic spells.",77,87.0,2004,4125
Tiger Woods PGA Tour 14, Xbox 360,2013-03-26,"Travel back in time and walk onto the course with Arnold Palmer, Jack Nicklaus, Gary Player, and other legends in their prime. Overtake each star on the biggest stages in the world of golf using equipment and wearing clothing from that bygone era. Eclipse their legacies and cement your seat at the table of legends. Then play golf at night, with illuminated golf balls, or join up with friends and form the ultimate ""twenty-foursome"" for an authentic golf experience with Tiger Woods PGA TOUR 14.",77,64.0,2013,662
Guitar Hero: Warriors of Rock, Wii,2010-09-28,KISS frontman Gene Simmons provides the voice for the next installment in Activision's long-running rhythm-game series.,77,74.0,2010,3551
Stranglehold, PC,2007-09-18,"Acclaimed action director John Woo presents Stranglehold, a stunning 3rd-person action adventure videogame and ""spiritual sequel"" to Woo's action masterpiece ""Hard Boiled."" Stranglehold redefines the action gaming experience with its acrobatic gunplay, thrilling cinematography, frenetic combat and incredible Massive Destructibility (Massive D). Chow Yun-Fat reprises his signature role as Inspector Tequila, pitting gamers as a take no-prisoners cop waging a personal war with Hong Kong crime lords. Tequila's loyalties to the force are tested when his ex-wife is kidnapped by the Russian mob in Chicago. Tequila struggles to balance his duty to uphold the law with doing what it takes to save his family. [Midway]",77,73.0,2007,4854
